flat_type,price,address,buildup_area,age_of_property,which_floor,furnishing,bedrooms,bathrooms,balcony,parking
2 BHK Flat,2.25,Andheri West,750,2.0,21.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.81,Kanjurmarg East,930,1.0,50.0,Unfurnished,2.0,1.0,0.0,yes
2 BHK Flat,2.5,Jogeshwari West,1030,1.0,21.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.6,Parel,500,3.0,22.0,Fully Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.4,Mira Road East,525,5.0,16.0,Semi Furnished,1.0,1.0,2.0,yes
2 BHK Flat,2.0,Kanjurmarg East,1100,1.0,50.0,Unfurnished,2.0,2.0,0.0,yes
1 BHK Flat,0.18,Palghar,630,3.0,4.0,Semi Furnished,1.0,1.0,2.0,yes
2 BHK Flat,0.87,Mira Road East,750,1.0,30.0,Unfurnished,2.0,2.0,3.0,yes
2 BHK Flat,2.35,Ghatkopar East,864,1.0,16.0,Semi Furnished,2.0,1.0,0.0,yes
2 BHK Flat,2.2,Kanjurmarg East,900,1.0,50.0,Semi Furnished,2.0,2.0,2.0,yes
3 BHK Flat,4.65,Mulund West,1926,5.0,16.0,Semi Furnished,3.0,1.0,,yes
4 BHK Flat,6.0,Mulund West,1959,2.0,38.0,Unfurnished,4.0,3.0,1.0,yes
2 BHK Flat,1.5,Bhandup West,888,3.0,23.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,4.8,Sion,1000,3.0,40.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.85,Mulund West,663,4.0,43.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,3.0,Powai,1350,1.0,22.0,Unfurnished,2.0,1.0,0.0,yes
2 BHK Flat,2.05,Kanjurmarg West,771,4.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.86,Mulund East,864,1.0,52.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.8,Mulund West,769,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,6.0,Wadala East,1660,4.0,34.0,Unfurnished,3.0,3.0,1.0,yes
1 BHK Flat,0.93,Bhandup West,600,2.0,22.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.79,Mira Road East,710,3.0,16.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.7,Mira Road East,756,1.0,16.0,Semi Furnished,1.0,2.0,3.0,yes
2 BHK Flat,2.69,Malad West,1080,2.0,58.0,Semi Furnished,2.0,3.0,1.0,yes
4 BHK Flat,8.0,Powai,2730,1.0,26.0,Unfurnished,4.0,4.0,1.0,yes
2 BHK Flat,3.08,Wadala East,1395,4.0,40.0,Semi Furnished,2.0,1.0,,yes
1 BHK Flat,0.64,Mira Road East,590,5.0,16.0,Semi Furnished,1.0,2.0,2.0,yes
3 BHK Flat,6.0,Byculla,1800,3.0,64.0,Semi Furnished,3.0,3.0,1.0,yes
2 BHK Flat,0.51,Naigaon East,850,1.0,23.0,Unfurnished,2.0,1.0,3.0,yes
1 BHK Flat,0.8,Bhandup West,394,3.0,22.0,Semi Furnished,1.0,1.0,,yes
2 BHK Flat,2.99,Powai,1150,1.0,22.0,Semi Furnished,2.0,2.0,2.0,yes
1 BHK Flat,1.22,Mulund East,650,1.0,23.0,Semi Furnished,1.0,2.0,0.0,yes
1 BHK Flat,0.3,Virar West,650,3.0,15.0,Semi Furnished,1.0,2.0,2.0,yes
2 BHK Flat,3.2,Sion,1050,4.0,38.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,2.15,Chembur,1000,1.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.29,Kanjurmarg East,675,4.0,22.0,Semi Furnished,1.0,2.0,0.0,yes
2 BHK Flat,2.65,Powai,1300,1.0,20.0,Semi Furnished,2.0,2.0,1.0,yes
1 BHK Flat,0.25,Boisar,620,4.0,4.0,Semi Furnished,1.0,1.0,2.0,yes
2 BHK Flat,1.95,Mulund East,650,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,5.49,Andheri West,1450,1.0,40.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,4.25,Powai,1500,1.0,18.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,2.6,Santacruz East,1000,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,3.95,Chembur,1820,1.0,12.0,Unfurnished,3.0,2.0,,yes
2 BHK Flat,3.45,Powai,1250,2.0,23.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.69,Kandivali East,1000,2.0,21.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,2.61,Vile Parle East,776,1.0,8.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,2.25,Jogeshwari West,910,3.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.4,Santacruz East,600,1.0,7.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.95,Kanjurmarg East,1245,3.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.85,Santacruz East,660,1.0,12.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,0.24,Nalasopara West,572,2.0,15.0,Semi Furnished,1.0,1.0,2.0,yes
3 BHK Flat,4.8,Parel,1850,3.0,15.0,Semi Furnished,3.0,4.0,0.0,yes
2 BHK Flat,2.5,Powai,1250,2.0,20.0,Unfurnished,2.0,2.0,1.0,yes
3 BHK Flat,6.95,Vile Parle West,1850,1.0,9.0,Unfurnished,4.0,,0.0,yes
3 BHK Flat,10.0,Lower Parel,1600,1.0,60.0,Semi Furnished,3.0,3.0,0.0,yes
2 BHK Flat,1.85,Jogeshwari West,746,1.0,24.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,0.96,Kandivali East,550,3.0,33.0,Unfurnished,2.0,2.0,1.0,no
3 BHK Flat,2.21,Chembur,890,5.0,16.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,1.45,Bhandup West,695,2.0,21.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,3.4,Matunga East,900,1.0,9.0,Unfurnished,2.0,1.0,0.0,yes
3 BHK Flat,2.49,Chembur,1350,4.0,15.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,10.0,Parel,1845,3.0,41.0,Semi Furnished,3.0,3.0,1.0,yes
2 BHK Flat,3.0,Ghatkopar East,900,1.0,12.0,Unfurnished,3.0,2.0,,yes
2 BHK Flat,1.75,Chembur,800,1.0,18.0,Unfurnished,2.0,1.0,,yes
3 BHK Flat,3.3,Chembur,1132,1.0,12.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,1.65,Borivali West,536,5.0,16.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.15,Santacruz East,950,1.0,9.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.95,Dahisar West,920,1.0,20.0,Unfurnished,2.0,2.0,1.0,yes
2 BHK Flat,1.83,Borivali West,950,1.0,22.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.3,Kandivali East,900,1.0,27.0,Semi Furnished,2.0,2.0,2.0,yes
2 BHK Flat,3.26,Borivali West,1800,5.0,16.0,Semi Furnished,2.0,4.0,0.0,yes
2 BHK Flat,1.5,Bhandup West,1100,1.0,21.0,Unfurnished,2.0,2.0,0.0,yes
1 BHK Flat,0.95,Mulund East,530,1.0,22.0,Unfurnished,1.0,1.0,0.0,yes
3 BHK Flat,2.7,Kandivali West,1300,2.0,23.0,Fully Furnished,3.0,3.0,0.0,yes
2 BHK Flat,1.95,Kandivali East,1176,1.0,21.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.15,Kandivali East,495,5.0,21.0,Unfurnished,1.0,1.0,0.0,yes
3 BHK Flat,5.5,Sion,1540,4.0,40.0,Semi Furnished,3.0,3.0,1.0,yes
1 BHK Flat,1.25,Kanjurmarg East,650,2.0,22.0,Unfurnished,1.0,1.0,1.0,yes
2 BHK Flat,2.12,Kandivali East,1120,1.0,44.0,Semi Furnished,2.0,1.0,,yes
1 BHK Flat,1.07,Mulund West,520,1.0,19.0,Semi Furnished,,,,yes
1 BHK Flat,0.66,Mira Road East,727,5.0,16.0,Semi Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.85,Vikhroli East,393,1.0,23.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,1.6,Powai,540,3.0,22.0,Semi Furnished,1.0,1.0,0.0,yes
2 BHK Flat,2.99,Santacruz West,890,2.0,7.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,6.75,Khar West,1450,1.0,15.0,Fully Furnished,3.0,,0.0,yes
1 BHK Flat,1.7,Wadala,625,3.0,25.0,Fully Furnished,2.0,1.0,,yes
2 BHK Flat,2.0,Borivali West,800,1.0,9.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,0.3,Nalasopara West,595,3.0,15.0,Unfurnished,1.0,2.0,,yes
2 BHK Flat,1.6,Borivali West,1060,1.0,22.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,3.9,Sion,1218,2.0,41.0,Fully Furnished,2.0,2.0,1.0,yes
1 BHK Flat,0.45,Mira Road East,397,1.0,15.0,Unfurnished,1.0,2.0,,yes
1 BHK Flat,0.34,Vasai East,690,4.0,7.0,Semi Furnished,1.0,2.0,2.0,yes
2 BHK Flat,1.5,Borivali West,680,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.9,Malad West,860,1.0,21.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,4.59,Prabhadevi,1200,1.0,11.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,1.95,Andheri East,700,1.0,11.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,0.3,Nalasopara West,595,2.0,15.0,Unfurnished,1.0,1.0,1.0,yes
2 BHK Flat,2.35,Kandivali West,900,2.0,7.0,Unfurnished,2.0,,0.0,yes
4 BHK Flat,17.0,Jogeshwari East,2871,3.0,22.0,Fully Furnished,4.0,2.0,,yes
2 BHK Flat,2.3,Ghatkopar East,1100,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,0.62,Mira Road East,730,1.0,20.0,Semi Furnished,1.0,2.0,3.0,no
2 BHK Flat,1.4,Kandivali West,950,4.0,36.0,Semi Furnished,2.0,3.0,0.0,yes
2 BHK Flat,1.55,Vikhroli West,750,1.0,34.0,Semi Furnished,2.0,1.0,0.0,yes
1 BHK Flat,0.72,Mira Road East,500,2.0,25.0,Semi Furnished,2.0,2.0,,yes
2 BHK Flat,2.22,Ghatkopar East,821,1.0,20.0,Unfurnished,1.0,,0.0,yes
3 BHK Flat,3.0,Kanjurmarg East,1100,1.0,50.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,2.68,Mulund West,1305,5.0,16.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,3.3,Mulund West,1268,2.0,60.0,Unfurnished,3.0,3.0,1.0,yes
2 BHK Flat,1.85,Bhandup West,999,3.0,36.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,4.77,Sion,1000,3.0,40.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.98,Mulund West,950,4.0,43.0,Semi Furnished,2.0,2.0,0.0,no
3 BHK Flat,3.3,Kanjurmarg East,1500,1.0,50.0,Unfurnished,3.0,2.0,1.0,yes
1 BHK Flat,1.3,Mulund West,474,5.0,16.0,Semi Furnished,1.0,2.0,0.0,yes
3 BHK Flat,2.75,Bhandup West,1230,4.0,30.0,Semi Furnished,3.0,,0.0,yes
2 BHK Flat,2.25,Mulund West,900,1.0,43.0,Semi Furnished,2.0,2.0,2.0,yes
1 BHK Flat,0.74,Mira Road East,710,4.0,10.0,Fully Furnished,1.0,2.0,3.0,yes
1 BHK Flat,0.6,Mira Road East,747,1.0,14.0,Unfurnished,1.0,2.0,3.0,yes
3 BHK Flat,3.51,Goregaon West,1400,2.0,34.0,Unfurnished,3.0,3.0,1.0,yes
1 BHK Flat,0.53,Mira Road East,432,5.0,16.0,Semi Furnished,1.0,2.0,2.0,no
1 BHK Flat,0.34,Naigaon East,565,2.0,14.0,Semi Furnished,1.0,2.0,,yes
2 BHK Flat,1.75,Kanjurmarg West,738,3.0,40.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,3.65,Powai,1350,1.0,21.0,Semi Furnished,3.0,3.0,1.0,yes
1 BHK Flat,1.25,Mulund East,650,1.0,23.0,Semi Furnished,1.0,2.0,0.0,yes
2 BHK Flat,1.75,Kanjurmarg East,1016,3.0,22.0,Fully Furnished,2.0,2.0,0.0,yes
3 BHK Flat,4.12,Bhandup West,1788,2.0,39.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,2.89,Andheri West,900,1.0,25.0,Unfurnished,2.0,2.0,1.0,yes
3 BHK Flat,3.67,Powai,1500,1.0,21.0,Unfurnished,3.0,2.0,1.0,yes
2 BHK Flat,2.4,Santacruz East,1000,1.0,7.0,Unfurnished,2.0,,0.0,yes
2 BHK Flat,1.69,Chembur,928,1.0,16.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,1.5,Powai,630,4.0,17.0,Semi Furnished,1.0,1.0,0.0,yes
2 BHK Flat,1.68,Kandivali East,1000,2.0,21.0,Unfurnished,2.0,2.0,0.0,yes
1 BHK Flat,1.2,Jogeshwari West,451,5.0,16.0,Semi Furnished,1.0,2.0,0.0,yes
3 BHK Flat,3.15,Powai,1450,5.0,16.0,Semi Furnished,3.0,3.0,1.0,yes
4 BHK Flat,11.11,Vile Parle West,3000,1.0,9.0,Unfurnished,4.0,1.0,,yes
1 BHK Flat,1.3,Jogeshwari West,652,1.0,24.0,Semi Furnished,1.0,2.0,0.0,yes
2 BHK Flat,0.97,Kandivali East,650,3.0,33.0,Semi Furnished,2.0,2.0,1.0,yes
2 BHK Flat,1.85,Chembur,830,2.0,15.0,Unfurnished,2.0,,0.0,yes
1 BHK Flat,1.7,Sion,600,4.0,43.0,Unfurnished,1.0,1.0,1.0,yes
3 BHK Flat,2.98,Chembur,1459,4.0,15.0,Unfurnished,3.0,3.0,1.0,yes
1 BHK Flat,1.15,Chembur,557,2.0,7.0,Unfurnished,2.0,,0.0,no
2 BHK Flat,1.48,Kurla East,598,1.0,17.0,Semi Furnished,2.0,2.0,0.0,no
2 BHK Flat,1.85,Borivali East,644,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.75,Borivali West,900,2.0,14.0,Unfurnished,2.0,3.0,0.0,yes
2 BHK Flat,1.85,Mulund East,850,2.0,20.0,Unfurnished,2.0,,0.0,yes
1 BHK Flat,1.02,Kandivali East,650,5.0,23.0,Unfurnished,1.0,2.0,0.0,yes
2 BHK Flat,1.38,Mulund West,705,1.0,31.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,3.9,Powai,1050,4.0,24.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.35,Jogeshwari West,652,1.0,24.0,Semi Furnished,1.0,2.0,0.0,yes
2 BHK Flat,2.25,Kandivali East,1300,1.0,40.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,5.5,Santacruz West,930,2.0,15.0,Semi Furnished,2.0,,0.0,yes
2 BHK Flat,0.86,Mira Road East,923,5.0,16.0,Semi Furnished,2.0,2.0,3.0,yes
1 BHK Flat,1.71,Andheri East,750,2.0,11.0,Unfurnished,1.0,1.0,0.0,yes
3 BHK Flat,2.95,Malad East,1312,1.0,45.0,Semi Furnished,3.0,3.0,1.0,yes
1 BHK Flat,0.4,Virar West,695,5.0,16.0,Semi Furnished,1.0,2.0,2.0,yes
2 BHK Flat,2.8,Powai,1150,1.0,18.0,Unfurnished,2.0,1.0,,yes
3 BHK Flat,3.91,Wadala,1050,5.0,41.0,Semi Furnished,3.0,3.0,1.0,yes
2 BHK Flat,0.95,Mira Road East,810,1.0,20.0,Semi Furnished,2.0,2.0,3.0,no
2 BHK Flat,1.77,Goregaon West,700,1.0,18.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,4.25,Borivali East,1380,1.0,62.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,14.25,Prabhadevi,2200,1.0,43.0,Unfurnished,3.0,3.0,1.0,yes
1 BHK Flat,1.48,Powai,625,1.0,17.0,Semi Furnished,1.0,1.0,0.0,yes
2 BHK Flat,1.2,Mira Road East,900,2.0,23.0,Unfurnished,2.0,2.0,4.0,no
2 BHK Flat,2.0,Mulund West,930,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.68,Dahisar East,720,1.0,23.0,Fully Furnished,2.0,2.0,0.0,yes
3 BHK Flat,7.4,Vile Parle West,1550,1.0,10.0,Unfurnished,4.0,,0.0,yes
2 BHK Flat,3.33,Powai,1150,4.0,23.0,Semi Furnished,2.0,2.0,0.0,yes
4 BHK Flat,6.1,Vile Parle East,1550,5.0,16.0,Semi Furnished,4.0,,0.0,yes
1 BHK Flat,0.59,Thane West,653,2.0,31.0,Semi Furnished,1.0,1.0,1.0,yes
3 BHK Flat,1.9,Borivali West,1260,5.0,7.0,Unfurnished,3.0,,0.0,yes
2 BHK Flat,0.49,Nalasopara West,865,4.0,7.0,Semi Furnished,1.0,3.0,,yes
4 BHK Flat,5.3,Kandivali East,1547,5.0,30.0,Unfurnished,4.0,4.0,0.0,yes
4 BHK Flat,4.8,Kandivali East,2200,1.0,40.0,Unfurnished,4.0,4.0,0.0,yes
3 BHK Flat,4.1,Kandivali East,1849,1.0,39.0,Semi Furnished,3.0,3.0,0.0,yes
3 BHK Flat,2.8,Jogeshwari West,967,3.0,21.0,Semi Furnished,3.0,2.0,0.0,yes
2 BHK Flat,2.0,Kandivali East,890,3.0,42.0,Unfurnished,2.0,2.0,0.0,yes
1 BHK Flat,1.2,Borivali West,600,1.0,22.0,Unfurnished,2.0,,0.0,yes
1 BHK Flat,0.55,Thane West,730,4.0,28.0,Semi Furnished,1.0,2.0,1.0,yes
2 BHK Flat,1.95,Bhandup West,663,2.0,35.0,Fully Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.15,Bhandup West,700,3.0,22.0,Semi Furnished,2.0,2.0,0.0,yes
3 BHK Flat,4.75,Kurla West,2100,5.0,16.0,Semi Furnished,3.0,2.0,2.0,yes
1 BHK Flat,1.05,Kandivali East,600,2.0,21.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,0.32,Virar West,415,2.0,13.0,Semi Furnished,1.0,1.0,2.0,yes
2 BHK Flat,2.17,Mulund West,1150,1.0,45.0,Semi Furnished,2.0,2.0,0.0,yes
4 BHK Flat,10.75,Vikhroli East,2450,4.0,18.0,Semi Furnished,4.0,4.0,1.0,yes
1 BHK Flat,0.26,Nalasopara West,595,4.0,14.0,Semi Furnished,1.0,1.0,1.0,yes
4 BHK Flat,5.0,Chembur,1600,1.0,12.0,Semi Furnished,4.0,2.0,0.0,yes
2 BHK Flat,1.8,Kandivali East,820,1.0,40.0,Unfurnished,2.0,2.0,0.0,yes
2 BHK Flat,1.55,Jogeshwari West,800,3.0,20.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,2.27,Ghatkopar East,745,1.0,16.0,Fully Furnished,2.0,2.0,0.0,yes
4 BHK Flat,8.5,Powai,3000,4.0,25.0,Semi Furnished,4.0,3.0,1.0,yes
6 BHK Flat,14.0,Andheri West,2700,5.0,16.0,Semi Furnished,6.0,2.0,,yes
3 BHK Flat,3.5,Malad East,1300,2.0,22.0,Semi Furnished,3.0,3.0,3.0,yes
1 BHK Flat,0.34,Naigaon East,615,5.0,16.0,Semi Furnished,1.0,1.0,3.0,yes
2 BHK Flat,4.2,Prabhadevi,1050,2.0,22.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,3.55,Kandivali West,1260,1.0,13.0,Unfurnished,3.0,1.0,,yes
2 BHK Flat,1.8,Andheri West,580,3.0,16.0,Semi Furnished,2.0,2.0,0.0,no
1 BHK Flat,1.47,Powai,630,3.0,17.0,Semi Furnished,1.0,1.0,0.0,yes
2 BHK Flat,3.28,Goregaon West,1096,2.0,36.0,Semi Furnished,2.0,2.0,1.0,yes
1 BHK Flat,1.55,Powai,685,2.0,22.0,Semi Furnished,1.0,1.0,0.0,yes
2 BHK Flat,2.7,Sion,1055,4.0,43.0,Semi Furnished,2.0,3.0,,yes
3 BHK Flat,3.65,Powai,1800,3.0,22.0,Semi Furnished,3.0,2.0,1.0,yes
3 BHK Flat,4.45,Borivali East,1800,1.0,61.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,6.0,Bandra West,1100,3.0,10.0,Semi Furnished,3.0,1.0,,yes
3 BHK Flat,3.54,Kandivali West,1250,5.0,16.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,1.8,Santacruz East,1100,2.0,9.0,Semi Furnished,2.0,1.0,,yes
1 BHK Flat,1.76,Andheri West,650,3.0,7.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,1.6,Powai,570,4.0,22.0,Semi Furnished,1.0,2.0,0.0,yes
2 BHK Flat,1.58,Borivali East,1023,1.0,22.0,Unfurnished,2.0,2.0,1.0,yes
1 BHK Flat,1.3,Mazgaon,580,1.0,23.0,Semi Furnished,1.0,1.0,0.0,no
1 BHK Flat,0.34,Boisar,540,1.0,14.0,Unfurnished,1.0,1.0,0.0,yes
2 BHK Flat,4.8,Bandra East,1200,4.0,21.0,Semi Furnished,2.0,3.0,2.0,yes
2 BHK Flat,2.25,Lower Parel,900,1.0,17.0,Unfurnished,2.0,,0.0,no
3 BHK Flat,4.5,Parel,1600,4.0,37.0,Semi Furnished,3.0,1.0,,yes
2 BHK Flat,1.8,Andheri West,700,1.0,23.0,Unfurnished,2.0,2.0,0.0,yes
1 BHK Flat,0.9,Kandivali West,700,2.0,13.0,Unfurnished,1.0,2.0,0.0,yes
3 BHK Flat,3.5,Andheri West,1900,2.0,18.0,Unfurnished,3.0,3.0,0.0,yes
1 BHK Flat,0.34,Naigaon East,610,1.0,14.0,Unfurnished,1.0,2.0,2.0,yes
3 BHK Flat,3.65,Kandivali East,1750,4.0,18.0,Semi Furnished,2.0,3.0,3.0,yes
1 BHK Flat,0.33,Naigaon East,547,1.0,22.0,Semi Furnished,1.0,3.0,,yes
2 BHK Flat,2.7,Andheri West,1060,2.0,15.0,Fully Furnished,2.0,,0.0,yes
1 BHK Flat,1.15,Borivali East,580,5.0,22.0,Unfurnished,1.0,2.0,1.0,yes
2 BHK Flat,1.72,Andheri West,600,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.4,Malad West,638,2.0,20.0,Fully Furnished,1.0,2.0,2.0,yes
1 BHK Flat,0.9,Kandivali East,430,3.0,23.0,Fully Furnished,1.0,1.0,0.0,yes
1 BHK Flat,0.71,Dahisar East,600,4.0,8.0,Semi Furnished,1.0,2.0,0.0,no
2 BHK Flat,1.75,Vikhroli West,730,1.0,34.0,Fully Furnished,2.0,1.0,0.0,yes
4 BHK Flat,12.0,Lower Parel,1800,2.0,78.0,Semi Furnished,4.0,3.0,0.0,yes
2 BHK Flat,2.54,Powai,1250,1.0,22.0,Semi Furnished,2.0,2.0,1.0,yes
3 BHK Flat,2.75,Dahisar West,1250,2.0,20.0,Unfurnished,3.0,3.0,1.0,yes
3 BHK Flat,2.57,Borivali West,1250,1.0,22.0,Unfurnished,3.0,3.0,0.0,yes
2 BHK Flat,0.46,Virar West,750,1.0,15.0,Unfurnished,2.0,2.0,3.0,no
2 BHK Flat,3.75,Parel,740,2.0,32.0,Unfurnished,2.0,1.0,,yes
2 BHK Flat,1.09,Kurla East,708,3.0,17.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.7,Andheri West,550,1.0,12.0,Unfurnished,2.0,2.0,0.0,yes
7 BHK Flat,21.0,Worli,3000,2.0,77.0,Fully Furnished,7.0,5.0,0.0,yes
2 BHK Flat,2.15,Goregaon East,1100,1.0,20.0,Fully Furnished,2.0,2.0,0.0,yes
3 BHK Flat,3.8,Powai,1450,1.0,24.0,Unfurnished,3.0,2.0,1.0,yes
3 BHK Flat,3.15,Kanjurmarg West,1550,1.0,48.0,Semi Furnished,3.0,2.0,1.0,yes
2 BHK Flat,1.81,Mulund West,628,5.0,16.0,Semi Furnished,2.0,2.0,0.0,yes
1 BHK Flat,1.6,Powai,450,2.0,24.0,Semi Furnished,1.0,1.0,0.0,yes
2 BHK Flat,0.9,Mira Road East,990,5.0,16.0,Semi Furnished,2.0,2.0,3.0,yes
2 BHK Flat,1.95,Goregaon East,837,1.0,9.0,Unfurnished,2.0,2.0,0.0,yes
3 BHK Flat,4.3,Powai,1650,1.0,18.0,Unfurnished,3.0,1.0,,yes
3 BHK Flat,4.5,Borivali East,1395,1.0,62.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,2.4,Goregaon East,996,1.0,13.0,Unfurnished,3.0,3.0,0.0,yes
3 BHK Flat,4.09,Borivali East,1380,1.0,62.0,Unfurnished,3.0,3.0,0.0,yes
1 BHK Flat,1.45,Powai,600,3.0,17.0,Unfurnished,1.0,1.0,0.0,yes
4 BHK Flat,8.0,Powai,3000,3.0,30.0,Semi Furnished,4.0,4.0,5.0,yes
1 BHK Flat,0.8,Mira Road East,800,4.0,16.0,Unfurnished,1.0,2.0,3.0,no
3 BHK Flat,2.53,Mulund West,1050,5.0,16.0,Semi Furnished,3.0,,0.0,yes
3 BHK Flat,11.5,Santacruz West,1750,1.0,17.0,Unfurnished,4.0,,0.0,yes
1 BHK Flat,1.53,Powai,500,1.0,20.0,Semi Furnished,1.0,1.0,0.0,yes
1 BHK Flat,1.7,Vile Parle East,550,5.0,16.0,Semi Furnished,2.0,,0.0,no
2 BHK Flat,0.69,Thane West,902,4.0,16.0,Unfurnished,2.0,2.0,3.0,yes
3 BHK Flat,5.5,Andheri West,1700,1.0,15.0,Semi Furnished,3.0,1.0,,yes
4 BHK Flat,5.25,Kandivali East,1758,1.0,37.0,Unfurnished,4.0,4.0,1.0,yes
2 BHK Flat,2.4,Kandivali East,1400,1.0,40.0,Semi Furnished,2.0,2.0,0.0,yes
2 BHK Flat,1.65,Kandivali East,1000,2.0,21.0,Unfurnished,2.0,2.0,0.0,yes
1 BHK Flat,0.95,Dahisar East,590,3.0,30.0,Unfurnished,1.0,2.0,0.0,yes
1 BHK Flat,1.15,Kandivali East,600,2.0,21.0,Semi Furnished,1.0,2.0,0.0,yes
2 BHK Flat,1.55,Ghatkopar West,590,1.0,12.0,Semi Furnished,2.0,,0.0,yes
3 BHK Flat,3.3,Goregaon West,1300,2.0,37.0,Semi Furnished,3.0,3.0,4.0,yes
3 BHK Flat,5.05,Sion,1700,3.0,38.0,Semi Furnished,3.0,3.0,4.0,yes
3 BHK Flat,5.65,Powai,2500,3.0,21.0,Semi Furnished,3.0,3.0,2.0,yes
2 BHK Flat,2.21,Kandivali West,800,5.0,16.0,Semi Furnished,2.0,4.0,,yes
1 BHK Flat,0.82,Chembur,450,1.0,17.0,Unfurnished,1.0,2.0,0.0,yes
2 BHK Flat,2.25,Andheri West,810,2.0,15.0,Semi Furnished,2.0,,0.0,yes
1 BHK Flat,0.31,Naigaon East,547,1.0,22.0,Semi Furnished,1.0,3.0,,yes
1 BHK Flat,0.86,Malad West,375,3.0,7.0,Semi Furnished,1.0,2.0,0.0,no
1 BHK Flat,0.55,Dahisar East,600,4.0,20.0,Unfurnished,1.0,2.0,2.0,yes
